archetype,budget,culture,nature,nightlife,relax,adventure
Culture Enthusiast,0.550976904761249,0.9189838752051213,0.3228692312579924,0.22675654319896202,0.35268354181382644,0.360816363101308
Culture Enthusiast,0.585844221800476,0.8861362204369236,0.18965446175883782,0.1415255968046465,0.29734984217009625,0.34356462908142305
Culture Enthusiast,0.5585910960771062,0.9679030361311118,0.2986861683141798,0.2950714618758467,0.5021545940698897,0.15753049816637435
Culture Enthusiast,0.5608448445985422,1.0,0.3545513191701049,0.3477365860588827,0.3467142548260771,0.17125663273703526
Culture Enthusiast,0.6472523864553847,1.0,0.3656385744957891,0.24058192248858384,0.3853339751671323,0.29354364723565385
Culture Enthusiast,0.7105727192830021,1.0,0.2866305535746516,0.21173709491466583,0.3965207173206685,0.13464514632102112
Culture Enthusiast,0.629493864709832,0.9185328950138111,0.3022995858347854,0.3022761490085839,0.31528792544159223,0.2037149238524919
Culture Enthusiast,0.49121150872160646,1.0,0.351638734491286,0.37306037786443685,0.27537774120375996,0.21753202621311513
Culture Enthusiast,0.6199506946968604,1.0,0.29237635740904383,0.22232172206162715,0.34863172077732313,0.21492872985250866
Culture Enthusiast,0.5642853108359577,0.9655271994318646,0.38589053998878176,0.11787877604711519,0.31063757393175007,0.14399033480486614
Culture Enthusiast,0.6956037303139874,0.828145047617298,0.25528625221827295,0.23017695000516167,0.42524192233874725,0.194739979114161
Culture Enthusiast,0.5555840378645441,1.0,0.18415888796670046,0.024095523470393454,0.3352011560042666,0.15983566205179112
Culture Enthusiast,0.518301374629543,1.0,0.3195040571016959,0.15487370954106175,0.19757564810632844,0.2697965862624116
Culture Enthusiast,0.6520160942366928,0.9420659308976493,0.44773095968381327,0.1143932186939078,0.1779579863260209,0.14464735440950047
Culture Enthusiast,0.5963531186915602,0.9694671559458153,0.2807011153714936,0.22816443172114376,0.19987684606476444,0.3155011683258608
Culture Enthusiast,0.5934279057285945,1.0,0.32741802771021633,0.23654025753230273,0.3455813824185763,0.2358166848013852
Culture Enthusiast,0.6514178207894035,1.0,0.3157216935761176,0.256720300607081,0.29282114445702184,0.3152093772359578
Culture Enthusiast,0.5458886158352584,1.0,0.2967873639484525,0.08553799183055616,0.31024835319286315,0.14551586740200953
Culture Enthusiast,0.6672514839190979,0.8977900816558086,0.2643053253428176,0.048836741524357526,0.26381549446007385,0.006089653869683474
Culture Enthusiast,0.4732877741211421,1.0,0.3628640126920666,0.23403660494279718,0.22264190854966295,0.19618309150864163
Culture Enthusiast,0.5997117968727546,0.8573308248645966,0.420271864141372,0.2701889832460537,0.2823228660936269,0.20215086711956248
Culture Enthusiast,0.6166706246358041,0.7866612105260568,0.28022580939835223,0.14544126016017614,0.21987039920840676,0.17751197656912363
Culture Enthusiast,0.7438149221479617,1.0,0.25430568081737626,0.2458066225084927,0.41194843492688016,0.27397069463302154
Culture Enthusiast,0.6047704295936139,0.898245057783554,0.3558578650890872,0.23147883083374,0.3716154576022186,0.2508137441345576
Culture Enthusiast,0.6839642172255468,0.9071811830751545,0.40539152525074607,0.21580796837539198,0.4660208698100212,0.1448649745528346
Culture Enthusiast,0.73887710425322,0.9658328626770117,0.2478865597108441,0.16128913327565428,0.2743722153444544,0.23393327571215333
Culture Enthusiast,0.64182683904284,0.9041039996849136,0.2980516326191214,0.3713816286889491,0.4382034536080569,0.23490589357392258
Culture Enthusiast,0.603040278253456,0.9596025061374609,0.3490814378184333,0.11817659478412756,0.2794098770061324,0.06651327408979282
Culture Enthusiast,0.6319378498084223,1.0,0.2613450830160501,0.3259189410632026,0.2019387469598127,0.08285000958321441
Culture Enthusiast,0.6179561454847977,1.0,0.43471421531662946,0.1632892589704848,0.3862944666745036,0.19691932243994342
Culture Enthusiast,0.5861898160047344,1.0,0.35218583027307354,0.07388862744126005,0.41812322797807167,0.31040730833179614
Culture Enthusiast,0.5499549838792376,0.9816642826749927,0.3395224149026191,0.2208539012659126,0.2559755876923664,0.14627013056495589
Culture Enthusiast,0.5979556743206843,1.0,0.34348801236755455,0.17035085343311154,0.3617358968518676,0.0
Culture Enthusiast,0.6919012560297683,0.810822897697752,0.27100472468774944,0.1104264084299085,0.19642548194232753,0.2928661429902816
Culture Enthusiast,0.5625839038950486,0.9777203105384572,0.2962463536896653,0.23816326617784972,0.3061457512848204,0.09736062206491444
Culture Enthusiast,0.6797013455557712,0.9104994733470949,0.1754734481072199,0.165750787122727,0.42006078325074486,0.26801773936907947
Beach & Relax,0.47210782924737127,0.1720593836545257,0.5742691959026094,0.46613983868486725,0.9805548361785242,0.23440333177528558
Beach & Relax,0.5824226763225474,0.2191031327221211,0.5792766283343437,0.2842920120732017,0.9442718992468748,0.1970222210792127
Beach & Relax,0.5582103634909584,0.20415567086458397,0.6586112061772463,0.2935426735913134,0.9562908152252872,0.040143945237431394
Beach & Relax,0.5733062139761985,0.22771907807183941,0.6798408087887722,0.06829956974450484,1.0,0.1888328297475861
Beach & Relax,0.5886546253390014,0.11680752582995754,0.6490219124050055,0.2157267549461075,0.9000984831443355,0.3531225083093429
Beach & Relax,0.4847454079389323,0.21739462985437785,0.6696054184551002,0.33965455103780834,0.962033512411486,0.22919688019729803
Beach & Relax,0.692273246819062,0.19539049623731317,0.6160879237371973,0.38405235168060897,1.0,0.29496242444483045
Beach & Relax,0.5510984177623348,0.10855960698156132,0.7306745225840876,0.20829236855850494,0.9742108372191226,0.13965793199845136
Beach & Relax,0.49486893227256057,0.22630099282427846,0.6257085772360218,0.33375366033882276,1.0,0.2362827441211184
Beach & Relax,0.4804674691767481,0.27712697346306864,0.6951576391139712,0.20179137478904058,0.9977920055879886,0.25609381938487186
Beach & Relax,0.47619491973120065,0.3100565450649296,0.5879955530373978,0.3100461162777234,0.9361542540572904,0.2012463238065174
Beach & Relax,0.4122979930483838,0.08479592939245646,0.7275604050579978,0.23224309213453376,0.8706886120434953,0.027728790911702824
Beach & Relax,0.4488830601848398,0.09415281652740012,0.7313612128109095,0.38078536714741074,0.894947972385782,0.38019486442754474
Beach & Relax,0.5785412389593275,0.1740134893193102,0.4000475428101142,0.4832754058072593,0.8388342026589123,0.06836810024344867
Beach & Relax,0.5818056345607712,0.3951801925071418,0.7107418254808414,0.34511272960418876,0.9975803473332229,0.26827324470242464
Beach & Relax,0.5607142871829413,0.22249531391755006,0.60833608831615,0.2949925497680382,0.8896828328906659,0.17754599385065808
Beach & Relax,0.36456345486436914,0.19213282985642002,0.5209127114279266,0.21171285462273828,0.9643915320922782,0.31136018290756795
Beach & Relax,0.573465328480185,0.07435995171014581,0.520829749074373,0.37526169503905726,0.8714010085169351,0.18202934800023804
Beach & Relax,0.5440041679219642,0.12253244361090919,0.6084300404916768,0.19327796040654363,0.9018905884839028,0.22558255473140298
Beach & Relax,0.37256050131746643,0.23523797903683194,0.5984289760858654,0.3441991963533718,0.9679131307251728,0.3091312343979076
Beach & Relax,0.5100179602118325,0.16564755670997977,0.6097838002425827,0.34346384232291105,0.9539088056260563,0.2032473352963106
Beach & Relax,0.44384066497545954,0.14696792659592414,0.4877915782560245,0.43996613945495516,0.8504909411686972,0.14456758417632742
Beach & Relax,0.4425274187544642,0.2715939501555553,0.5764040257366377,0.3998193658138987,0.8961207500604905,0.22231953297790416
Beach & Relax,0.4331722357392194,0.37161193022187106,0.5049921264776389,0.3247856568181622,1.0,0.23310392779611988
Beach & Relax,0.4851769872897833,0.18961434402132593,0.6035049177583287,0.2882398398697209,1.0,0.3768418401273081
Beach & Relax,0.4554006571993733,0.09041576163367376,0.5929374361318996,0.5063767470123455,0.8857060345624215,0.3311293444355254
Beach & Relax,0.6342160651261153,0.15571294066336044,0.645518646334822,0.43027172985028306,0.919669780721001,0.18371357119181106
Beach & Relax,0.4534655268841085,0.11881946154457065,0.5480577963947194,0.20208477865901947,0.952726677460738,0.1384021415153087
Beach & Relax,0.5187028729432598,0.07552834830370983,0.6264704185771566,0.36668231692871395,0.7905011485942836,0.2299245255878058
Beach & Relax,0.5982135193978634,0.10322871850470357,0.7338057909470163,0.3335215207492836,0.8935990515393273,0.19553847378738354
Beach & Relax,0.5446661530017378,0.20608043131299292,0.6431004793957095,0.2263461125536507,0.9635488659228862,0.08690284024760159
Beach & Relax,0.491101915092104,0.12768738868281684,0.5411576045928187,0.398887454016835,1.0,0.24873104967257417
Beach & Relax,0.4126149788261937,0.17468732402441586,0.6970478159983347,0.31133735309119237,1.0,0.23146542715154977
Beach & Relax,0.5153639293192025,0.1752706828637999,0.6106832723825826,0.2878024130895565,1.0,0.2765361853435667
Beach & Relax,0.43712084315936406,0.09350136371537776,0.45310357015173625,0.3406393061530035,0.8617306715060901,0.027768752563801378
Beach & Relax,0.5310862883624772,0.3994399613946233,0.5995143270768085,0.36707926195613133,0.9565463486838052,0.1920888277447086
Beach & Relax,0.5735261186390215,0.17677803646490792,0.6213913851257522,0.32573582449568106,0.8965527637085561,0.2793633879629218
Beach & Relax,0.4860032194643673,0.13954038724057244,0.6429207874856323,0.228122561456717,0.9522544925895302,0.19927048026846372
Beach & Relax,0.5868716452665262,0.23797585863039625,0.5979978433003884,0.36542130393602296,1.0,0.24462482450814899
Beach & Relax,0.5008282095874704,0.09505310141198725,0.5147909069539701,0.2755820236516266,0.9012390238272573,0.18504229576116432
Beach & Relax,0.5045319939917686,0.24237542034853848,0.5943600977552727,0.3389201315060961,0.9551579531848096,0.0419626746916903
Beach & Relax,0.42485316849449967,0.18847299554227076,0.5032244205727113,0.34799429839969637,1.0,0.29750094813578537
Beach & Relax,0.48292457032558334,0.3192580909479962,0.6118933965761689,0.2730331223105568,0.9009277869167248,0.17580242508094973
Beach & Relax,0.4689458545167017,0.21363329779003903,0.6128459184839892,0.30024368161227316,0.9849550535797079,0.29525170198290734
Beach & Relax,0.5759643308353058,0.08120816252400773,0.3956863092078436,0.3747455928991419,0.8406497041267663,0.18201876784858534
Beach & Relax,0.40639095791525126,0.055841564993598436,0.643317018256383,0.36073241282421176,0.9038791679418624,0.0
Beach & Relax,0.45630044413980136,0.23134432043220374,0.4816870744980697,0.31466879358233246,0.9487752120661603,0.2463433199680871
Beach & Relax,0.5095664294731322,0.12215448472947557,0.6957257201331593,0.2873176341578424,0.9478156368392054,0.12533856327414433
Beach & Relax,0.46453741990467917,0.12921578287784793,0.5861643152061261,0.4369366784113875,0.8402479085654915,0.07091508816986072
Beach & Relax,0.6176936261994886,0.18325410582785073,0.5464741809072067,0.3831923749916861,0.9015507568210508,0.3460807770837549
Beach & Relax,0.5542340697071415,0.1609670873483438,0.7725846570612402,0.2515428061597329,1.0,0.22394340643251937
Beach & Relax,0.6041393031519039,0.32492089573814825,0.6025603319252613,0.2397265703723053,0.9867977714351293,0.1457827704198315
Beach & Relax,0.6610709798021298,0.210922826486619,0.5707742758950313,0.3147744244691927,0.8422298968376243,0.12227087691914788
Beach & Relax,0.596033112635554,0.14744845768228834,0.5162471213854448,0.3429322202021829,1.0,0.25751626485320533
Beach & Relax,0.5796838148644653,0.13945639291444314,0.48625514666065245,0.4201066921564389,0.9241856128926291,0.17993335868359622
Beach & Relax,0.6062555313479246,0.2444984007520528,0.6364710217665286,0.4732001875920867,0.8985185415695885,0.274227210246499
Beach & Relax,0.5045610499917668,0.2214873823090606,0.7222774741130025,0.34062686050316987,0.9930636863239706,0.28580058698478417
Beach & Relax,0.47080378163656916,0.1328632266128795,0.5164152644783173,0.14269147284991984,1.0,0.11174333074226536
Beach & Relax,0.4822997101131382,0.17785493600888636,0.6245925358247281,0.3652589770031437,1.0,0.15335380491448494
Beach & Relax,0.4866302628970871,0.222606396039064,0.5801047099053163,0.4285876460815994,0.98927799613106,0.2587902228839854
Budget Backpacker,0.15303050149339303,0.5938779085988259,0.5144817246962966,0.49625344416353223,0.33197503614021134,0.5478914484966536
Budget Backpacker,0.057710665460019454,0.5469091215004075,0.5990626457146908,0.601701726138885,0.3247066410079171,0.7361771955708191
Budget Backpacker,0.11926025435908547,0.7081346491344316,0.5452407716505235,0.45913897926753455,0.3602673296883626,0.6304926707906222
Budget Backpacker,0.20318022032661967,0.5538545081015966,0.48892352128129807,0.5020561410968507,0.283278139417118,0.531958363663256
Budget Backpacker,0.05355812401562219,0.5470862723536488,0.6335923603481125,0.6315737223858384,0.20432935503718525,0.6355682134576113
Budget Backpacker,0.1957305189316521,0.4512173676544494,0.48927862666616656,0.6011750555783357,0.23720813495342077,0.6518624347075087
Budget Backpacker,0.09032414811137748,0.5335625955125622,0.429000625775832,0.5650033359741271,0.3577905086262217,0.5701733478326586
Budget Backpacker,0.2381571080986724,0.4680291051508318,0.5179747780601509,0.6746072665498472,0.18653074136535744,0.4591352950415379
Budget Backpacker,0.0,0.6010067282741746,0.45585134832860424,0.8046559428534602,0.2548601921074089,0.6147641042557629
Budget Backpacker,0.22336879620543007,0.6604874310527299,0.6649202861309118,0.6966692984474514,0.381925002064917,0.6474021559360946
Budget Backpacker,0.16226888609333104,0.45590514269371735,0.4345440893262154,0.5997300434071238,0.2863852301980057,0.5637417560538179
Budget Backpacker,0.15571099579653724,0.5764244166856408,0.5070725509033478,0.7182024064844209,0.2086648708693196,0.5845072432576225
Budget Backpacker,0.04265421435177561,0.3506770706341552,0.49338554513258404,0.5902601993293373,0.4210759794593705,0.6504649347643822
Budget Backpacker,0.01806505405366361,0.648327405306735,0.5976826956420282,0.6465678162774893,0.2818812720920134,0.5232448610621216
Budget Backpacker,0.07022345791431578,0.5870998895763349,0.6507669044747687,0.723459482261775,0.26089204625709805,0.5104306053368791
Budget Backpacker,0.11127089975289632,0.35852485075497187,0.5258534171347825,0.5881917930961065,0.2627170798505406,0.4724237546186563
Budget Backpacker,0.14108800852557732,0.4573839328270471,0.406406653143177,0.370219022937468,0.29779880759594907,0.7417801277335795
Budget Backpacker,0.2329007371638296,0.4634322994730983,0.45182303517105754,0.6375019404860018,0.22012916486493667,0.6241433519855573
Budget Backpacker,0.16128642227077522,0.5981546579107446,0.4919876738816038,0.5837060999858427,0.2297613930594751,0.5338495716768111
Budget Backpacker,0.08188168864787787,0.5293892405452942,0.5730867700986599,0.5357456839455724,0.4194150855167617,0.5783101119165944
Budget Backpacker,0.09829061645212511,0.44022306566817415,0.30606077917816465,0.6707236317088839,0.35894751176739464,0.5774937954305429
Budget Backpacker,0.10535925737798976,0.5412751374163279,0.37499633144907657,0.5576757858122964,0.36354117436974615,0.49965684614646
Budget Backpacker,0.12348463457333035,0.3914734556301276,0.5373143985946821,0.5971486814162013,0.17078945472755924,0.6931791483565737
Budget Backpacker,0.04123267385615609,0.4351798050388495,0.5160455357784755,0.6918909879542972,0.21873425448172823,0.6049343879878377
Budget Backpacker,0.13430532002644585,0.5554484485810516,0.514115324422178,0.5706377728733342,0.2337927823481024,0.6068915106437099
Budget Backpacker,0.014228879041151452,0.2662919613204314,0.5349247843326135,0.6723147872868956,0.11096540515665292,0.5192215436232049
Budget Backpacker,0.14953234088041584,0.6645996375769359,0.5016634966140326,0.5417597647016692,0.2853682847116128,0.7099901135318548
Budget Backpacker,0.04832286567003718,0.4360646394679797,0.4613805182254374,0.523733711339303,0.3098136252795836,0.7299742766775649
Budget Backpacker,0.12584634184928234,0.479811719829897,0.47665509848675647,0.4749447353042674,0.3706487821717727,0.5937730242389758
Budget Backpacker,0.08556160691274996,0.7554486054275888,0.5239002326692549,0.5398567159923853,0.2658913923035565,0.6918756567357404
Budget Backpacker,0.10906163284302116,0.38493776173461064,0.5735383147660162,0.5465484731568805,0.4498638220974036,0.6864038452571719
Budget Backpacker,0.06421424834729991,0.602481308938809,0.5054284408421923,0.6682218940097776,0.33877862538355796,0.5322914676007301
Budget Backpacker,0.04851601341460306,0.5823968654064929,0.47321797343147676,0.5677081229406402,0.22359019365205174,0.6338879252474768
Budget Backpacker,0.2650019935394516,0.41459736685965815,0.5019375565338207,0.7129776444332343,0.29362868870034275,0.6361897436999787
Budget Backpacker,0.015008517748249628,0.5342645677766119,0.4850284587996361,0.678858399654389,0.3949908841251801,0.8071650913614891
Budget Backpacker,0.14637065385708606,0.5260637053265733,0.5155507441261868,0.5717466965751449,0.3270787074769353,0.5763678871888777
Budget Backpacker,0.11347687810156915,0.6054078028486368,0.4194765947776287,0.6911902848903236,0.40536920538718924,0.5905545178407137
Budget Backpacker,0.0,0.4513742410324454,0.6037595637248887,0.5981705550160894,0.22005582141640712,0.5596180063017426
Budget Backpacker,0.16724960212036424,0.5437386854561104,0.4808854320664244,0.5706540470548249,0.2686593480764942,0.5262071852401198
Budget Backpacker,0.22923005515755535,0.4742143624630928,0.5973726816660397,0.7217052841537961,0.3798648718518368,0.5654703749825561
Budget Backpacker,0.13229840722692876,0.4980643514887267,0.42770385114158976,0.6259487425377283,0.2056768167072158,0.6950143510769251
Budget Backpacker,0.06283061621612857,0.5160927724698271,0.5226630297236914,0.5792876021036738,0.346935504118022,0.562007707470198
Budget Backpacker,0.16970378379657955,0.3923216255802601,0.510110366363713,0.7551143199246627,0.219973494031554,0.5457804023580118
Budget Backpacker,0.1411126279727132,0.5143665425551678,0.5280504079418847,0.6391349704118131,0.3507777174849416,0.6887759873564978
Budget Backpacker,0.13278549255428101,0.4806993876305166,0.5538058960962184,0.7519905547916171,0.2893893002893941,0.5220376556263486
Budget Backpacker,0.18856645354295784,0.4903695068837121,0.3261864363188771,0.6677937341720337,0.2571737451236862,0.5927573374156672
Budget Backpacker,0.1265584264455212,0.5152399743823254,0.5567561453711232,0.5651610903544125,0.3410484638540866,0.5792362657932866
Budget Backpacker,0.15910483847100024,0.5492293987210443,0.4251649038364324,0.6868785692940026,0.25712292439087614,0.6646446238624916
Budget Backpacker,0.12938298507210724,0.6470546941436098,0.4821227214102518,0.5720546563105442,0.29844643152898137,0.575745617373258
Budget Backpacker,0.163995352155364,0.37069515132507297,0.4157054064682916,0.5145757662736645,0.37602460735788606,0.736849069806554
Budget Backpacker,0.09164406251700229,0.48649426214479913,0.5056041730490545,0.6929502642086552,0.22581174926475406,0.6190695186187828
Budget Backpacker,0.17801581038259437,0.5400875335951876,0.5151665293278995,0.6800836874053713,0.08374141656006101,0.6542300255624726
Budget Backpacker,0.047673945349806096,0.3535493682514834,0.5408962079619984,0.7098926836130366,0.28900411882978466,0.676229963776235
Budget Backpacker,0.22898226063909163,0.6051931562867238,0.6311971623497115,0.6593701992857514,0.3060346911121274,0.4718427350482265
Budget Backpacker,0.08031500094960413,0.43254027237470466,0.6736754173998251,0.585929135005413,0.3098563845427588,0.6441188300832373
Budget Backpacker,0.10348819570979631,0.6356040832344603,0.4501880510612438,0.6155685964189794,0.24060235314415612,0.4943981991023435
Budget Backpacker,0.05105847272757717,0.49703705623612704,0.4656558220386192,0.5446063216100915,0.18749460290625328,0.5933515541897044
Budget Backpacker,0.0,0.5608044770951682,0.5065951802347602,0.48339588004280554,0.2752632738360109,0.5398274875527533
Budget Backpacker,0.12553396083353444,0.6072360356818516,0.34998620242834044,0.6092020863317934,0.28718937635466874,0.6537072061160372
Budget Backpacker,0.11705573025901514,0.43984245346089446,0.47447568514667054,0.5363179314557208,0.38608057108788785,0.6017049318937554
Luxury Traveler,1.0,0.5951471348948303,0.24332745864716296,0.27890284859097386,0.5557488258995243,0.07326912455956083
Luxury Traveler,0.9713701320809186,0.6406980018583947,0.1735047438374293,0.47160306512608924,0.6613551158653248,0.21174344095884395
Luxury Traveler,1.0,0.6717471452692425,0.2785175481675334,0.328704621966777,0.5278547678936556,0.1424677344606064
Luxury Traveler,0.9331095808937844,0.5210256378279052,0.2894994426326156,0.40614815063670145,0.6820115214553537,0.14799979353412324
Luxury Traveler,0.9634923737573382,0.6353552519655526,0.2127680738045723,0.5128745903797016,0.692112949417259,0.20150796983558783
Luxury Traveler,1.0,0.6186572905010801,0.3762509307130596,0.42296993321614595,0.6510050100287649,0.22892028201648815
Luxury Traveler,0.8585019034143471,0.6086847764621218,0.2973416007484431,0.38335065141819685,0.6897169990848855,0.04945207636018888
Luxury Traveler,0.906102007380723,0.6074275920912892,0.312788511359792,0.3177859887259234,0.801256627269176,0.13070601214283997
Luxury Traveler,1.0,0.6341755489497347,0.24830181521249575,0.542024871408761,0.6045090534594816,0.27353233388880016
Luxury Traveler,1.0,0.5463503832738684,0.4113972240051463,0.3799962788320838,0.7230954903423885,0.22082574710169767
Luxury Traveler,0.9392553006823561,0.6648646618527826,0.363479097644177,0.26011744214094557,0.8043472194302521,0.06700064095714606
Luxury Traveler,1.0,0.6901364109462066,0.21272268558278412,0.36713485696363324,0.6115436265211251,0.1828063175769012
Luxury Traveler,0.9253572572651406,0.6623728425815472,0.4048246996895687,0.5116547048631965,0.6550265578737358,0.18326225010043778
Luxury Traveler,0.815324944622324,0.5355303946803048,0.3771881306477966,0.5292466258838585,0.6012520902496062,0.15260285926776848
Luxury Traveler,0.9478875394432857,0.6224128927055684,0.2352317184062683,0.4339248835571272,0.6620928522343267,0.1988438183297377
Luxury Traveler,0.9937027398402959,0.600513781584875,0.2650891287578745,0.39123121568593355,0.6929309632635732,0.17039911760942977
Luxury Traveler,0.9292963149866318,0.7278917736403774,0.3448735558352991,0.37636157455766717,0.7557563523608588,0.17329444081951922
Luxury Traveler,1.0,0.6295713753758475,0.2914158284796617,0.4358173540648222,0.57432990783452,0.10985860248721559
Luxury Traveler,0.8544859994880756,0.6114354475810965,0.43860119995880736,0.5785040116954107,0.7510440881152606,0.24006755799555657
Luxury Traveler,0.8059153812677808,0.5565860960212783,0.23697729984734087,0.35033219213991074,0.6865484945132168,0.16223275378422983
Luxury Traveler,0.7916560151699369,0.6598328204894027,0.21418055794081547,0.41913974912889196,0.8659266135799978,0.12644923267308614
Luxury Traveler,0.7475769981802936,0.5771196622495911,0.3880767707998857,0.5566677963376475,0.6016360324438066,0.23973593785892175
Luxury Traveler,0.9127751634575957,0.5915241316556691,0.5115474677613627,0.27976237372838775,0.7202991729195658,0.23741545374123466
Luxury Traveler,1.0,0.6078386522776716,0.3246440431603282,0.36866811460625676,0.7215301552996085,0.17254461796020718
Luxury Traveler,0.9997257511884841,0.5704311731165093,0.3301680315121749,0.39765897490520175,0.7900840200617734,0.1958885021129211
Luxury Traveler,0.8081574025434495,0.7009537200571193,0.22754141593099048,0.3476986929080944,0.6523470964765206,0.3099550474536654
Luxury Traveler,0.7791460628817043,0.8510198826927996,0.38448454472528415,0.4178591131303328,0.6956084799506971,0.22284432598861256
Luxury Traveler,0.9916897942703471,0.6516172468760045,0.34444835728027584,0.40716645450041994,0.6842129263754139,0.18789813730771907
Luxury Traveler,0.9344073375717855,0.6907016077493652,0.34748453778246896,0.1647689092268576,0.7524720621223808,0.215578895577502
Luxury Traveler,0.9485032994843282,0.5689185237528891,0.38992901759888104,0.47580211696982866,0.6381697865741113,0.2325641829699628
Luxury Traveler,0.8722674612366971,0.48963054681688556,0.24986262203280277,0.4689914777906207,0.7762500036300869,0.24104683360778345
Luxury Traveler,1.0,0.6412942629691967,0.24868147238216382,0.43455380357391526,0.7640327620182146,0.26034330638508596
Luxury Traveler,1.0,0.6566643077760851,0.3281158566033266,0.4856120190653142,0.6978782992600752,0.12945002790178256
Luxury Traveler,0.9369546428844988,0.5404077884154841,0.24598573800204945,0.3884385063427586,0.6366064063200031,0.1753630776288768
Luxury Traveler,0.7985108266436971,0.6170634965898351,0.30009643802897795,0.3346329095145448,0.7527396534745924,0.27500561101012466
Luxury Traveler,0.8213952108504821,0.5389820177147029,0.23846861201701613,0.32480775191129085,0.7663579873545399,0.18449390889817574
Luxury Traveler,0.9288388126951511,0.4396910108474597,0.3508334424167381,0.3008593284117222,0.7047946104213062,0.22219015503665537
Luxury Traveler,1.0,0.495294368070471,0.05843902753433396,0.4147079635802956,0.8440408945208683,0.299115708235155
Luxury Traveler,0.96677275322197,0.5606691051494362,0.3645698077309848,0.32211630402364255,0.7381086215484974,0.24043761273333014
Luxury Traveler,1.0,0.8207728031128863,0.33139327737430135,0.3592829099434001,0.6979540550246404,0.058473927608870546
Luxury Traveler,0.8944229495128753,0.5672574049509517,0.2580729281652326,0.4121883897626978,0.6342064054094239,0.2896824533859577
Luxury Traveler,0.9500165651934558,0.5992559743089099,0.27376842267896656,0.41241525470871837,0.7660078611734107,0.130629582743128
Luxury Traveler,0.8973506808739794,0.5757019176978668,0.1923303261221428,0.3344593712222802,0.6619023301164273,0.2699511344570182
Luxury Traveler,0.971004906320154,0.6154871929094036,0.36807183697343776,0.3890102569280483,0.7312371879943111,0.19174225976540032
Luxury Traveler,0.9712289879519702,0.5533793073910734,0.10489462733788565,0.3892576670250957,0.8138198508879951,0.2740972321793274
Luxury Traveler,1.0,0.6988904577444974,0.307092607276915,0.4157852565924477,0.650587848365252,0.17471417151783603
Luxury Traveler,0.9992616919816912,0.6963107549735053,0.28884429794552,0.3639848588118871,0.7000422367085277,0.24809653991432923
